meta_title;meta_min_months;meta_max_months;meta_description;week;week_title;week_description;gamification_welcome_title;gamification_welcome_message;gamification_badge_name;gamification_badge_description;gamification_progress_message;gamification_weekly_challenge_title;gamification_weekly_challenge_description;gamification_tips;gamification_closing_message_title;gamification_closing_message_message;gamification_registro_afetivo_question;gamification_registro_afetivo_options;gamification_personalized_message_title;gamification_personalized_message_message;domain_name;domain_question;domain_importance;domain_feedback_1;domain_feedback_2;domain_feedback_3;domain_activities;domain_alert_missing
2-3 meses;2;3;Explorando e Descobrindo - Risadas e Novos Movimentos 😄🤸;9;Semana 9 - Risadas e Mais Força! 😄💪;Terceiro mês chegando: mais risos, força e controle do corpo;Terceiro mês chegando! 🎉;Seu bebê está cada vez mais esperto! Agora ele ri, segura melhor a cabeça e brinca mais!;Pequeno Explorador 🔍🏆;Seu bebê está descobrindo o mundo com curiosidade!;Semana 1 de 4 - As descobertas estão só começando!;Desafio da Semana: Primeira Gargalhada 😂;Tente fazer seu bebê rir alto fazendo sons engraçados e caretas bobas!;Ele pode começar a rir alto quando brinca|A cabeça fica mais firme quando está de bruços|Pode começar a tentar pegar objetos que vê;Que risadas gostosas! 😄;Ouvir seu bebê rir é uma das melhores sensações do mundo! Continue brincando e se divertindo juntos!;Como você se sente quando seu bebê ri?;Meu coração derrete! 🥰|Fico feliz demais! 😊|Quero ouvir mais! 😄|É a melhor música do mundo! 🎵;Você é o motivo da alegria dele:;Cada risada do seu bebê mostra como ele se sente amado e seguro com você!;maternal_self_care;Você está conseguindo aproveitar os momentos de brincadeira com o bebê?;Aproveitar as brincadeiras faz bem para você e fortalece o vínculo!;🎈 Que lindo! Brincar faz bem para vocês dois!;😊 Continue aproveitando esses momentos especiais.;🎮 Reserve alguns minutos por dia só para brincar.;Reserve momentos só para brincar sem pressa|Experimente brincadeiras diferentes|Aproveite para se divertir também;Se você não conseguir aproveitar nada ou se sentir muito cansada, peça ajuda.
2-3 meses;2;3;Explorando e Descobrindo - Risadas e Novos Movimentos 😄🤸;9;Semana 9 - Risadas e Mais Força! 😄💪;Terceiro mês chegando: mais risos, força e controle do corpo;Terceiro mês chegando! 🎉;Seu bebê está cada vez mais esperto! Agora ele ri, segura melhor a cabeça e brinca mais!;Pequeno Explorador 🔍🏆;Seu bebê está descobrindo o mundo com curiosidade!;Semana 1 de 4 - As descobertas estão só começando!;Desafio da Semana: Primeira Gargalhada 😂;Tente fazer seu bebê rir alto fazendo sons engraçados e caretas bobas!;Ele pode começar a rir alto quando brinca|A cabeça fica mais firme quando está de bruços|Pode começar a tentar pegar objetos que vê;Que risadas gostosas! 😄;Ouvir seu bebê rir é uma das melhores sensações do mundo! Continue brincando e se divertindo juntos!;Como você se sente quando seu bebê ri?;Meu coração derrete! 🥰|Fico feliz demais! 😊|Quero ouvir mais! 😄|É a melhor música do mundo! 🎵;Você é o motivo da alegria dele:;Cada risada do seu bebê mostra como ele se sente amado e seguro com você!;maternal_health;Você está se sentindo mais adaptada à rotina com o bebê?;Se adaptar à rotina mostra que você está ganhando confiança!;💪 Ótimo! Você está se tornando uma expert!;😊 A adaptação é um processo. Continue assim!;🤗 É normal ainda estar se ajustando. Seja paciente consigo mesma.;Celebre as pequenas conquistas do dia|Seja flexível quando as coisas não saírem como planejado|Confie mais no seu instinto;Se você se sentir muito perdida ou ansiosa, procure conversar com alguém.
2-3 meses;2;3;Explorando e Descobrindo - Risadas e Novos Movimentos 😄🤸;10;Semana 10 - Buscando e Pegando! 🤏✨;Coordenação melhor: tentando pegar tudo que vê;Décima semana de descobertas! 🔍;Seu bebê está tentando pegar tudo! As mãozinhas estão cada vez mais habilidosas!;Caçador de Objetos 🎯🏆;Seu bebê está aprendendo a pegar objetos!;Semana 2 de 4 - A coordenação está melhorando!;Desafio da Semana: Brincadeira de Pegar 🤏;Coloque objetos coloridos perto dele e veja como ele tenta alcançar e pegar!;Ele pode conseguir segurar objetos por mais tempo|Tenta pegar tudo que está ao alcance|Pode apoiar-se nos antebraços quando está de bruços;Que habilidade! 🎯;Cada tentativa de pegar algo é uma nova conquista! Continue oferecendo objetos interessantes!;O que mais te impressiona no desenvolvimento dele?;Como ele tenta pegar tudo! 🤏|A força que está ganhando 💪|A curiosidade dele 🤔|Como reconhece as pessoas 👥;Cada tentativa é uma vitória:;Seu bebê está aprendendo sobre o mundo através das suas próprias descobertas!;motor;Seu bebê consegue se apoiar nos antebraços quando está de bruços?;Apoiar-se nos antebraços mostra que ele está ficando mais forte e estável!;🦾 Fantástico! Ele está ficando super forte!;💪 Está progredindo! Continue estimulando a posição de bruços.;😊 Continue colocando ele de bruços para fortalecer.;Coloque almofadas ou travesseiros baixos embaixo do peito|Fique na frente dele conversando|Use brinquedos para motivar ele a se apoiar;Se o bebê não conseguir se apoiar nos antebraços aos 3 meses, converse com o pediatra.
2-3 meses;2;3;Explorando e Descobrindo - Risadas e Novos Movimentos 😄🤸;10;Semana 10 - Buscando e Pegando! 🤏✨;Coordenação melhor: tentando pegar tudo que vê;Décima semana de descobertas! 🔍;Seu bebê está tentando pegar tudo! As mãozinhas estão cada vez mais habilidosas!;Caçador de Objetos 🎯🏆;Seu bebê está aprendendo a pegar objetos!;Semana 2 de 4 - A coordenação está melhorando!;Desafio da Semana: Brincadeira de Pegar 🤏;Coloque objetos coloridos perto dele e veja como ele tenta alcançar e pegar!;Ele pode conseguir segurar objetos por mais tempo|Tenta pegar tudo que está ao alcance|Pode apoiar-se nos antebraços quando está de bruços;Que habilidade! 🎯;Cada tentativa de pegar algo é uma nova conquista! Continue oferecendo objetos interessantes!;O que mais te impressiona no desenvolvimento dele?;Como ele tenta pegar tudo! 🤏|A força que está ganhando 💪|A curiosidade dele 🤔|Como reconhece as pessoas 👥;Cada tentativa é uma vitória:;Seu bebê está aprendendo sobre o mundo através das suas próprias descobertas!;cognitive;Seu bebê segura objetos por mais tempo e os examina?;Segurar e examinar objetos mostra que a atenção e coordenação estão se desenvolvendo!;🔍 Perfeito! Ele está se tornando um pequeno cientista!;👀 Continue oferecendo objetos interessantes para explorar.;🧸 Use brinquedos de diferentes texturas e formas.;Ofereça brinquedos de texturas e formas diferentes|Deixe ele explorar por quanto tempo quiser|Troque os brinquedos para manter o interesse;Se o bebê não se interessar em segurar ou examinar objetos, continue estimulando.
2-3 meses;2;3;Explorando e Descobrindo - Risadas e Novos Movimentos 😄🤸;10;Semana 10 - Buscando e Pegando! 🤏✨;Coordenação melhor: tentando pegar tudo que vê;Décima semana de descobertas! 🔍;Seu bebê está tentando pegar tudo! As mãozinhas estão cada vez mais habilidosas!;Caçador de Objetos 🎯🏆;Seu bebê está aprendendo a pegar objetos!;Semana 2 de 4 - A coordenação está melhorando!;Desafio da Semana: Brincadeira de Pegar 🤏;Coloque objetos coloridos perto dele e veja como ele tenta alcançar e pegar!;Ele pode conseguir segurar objetos por mais tempo|Tenta pegar tudo que está ao alcance|Pode apoiar-se nos antebraços quando está de bruços;Que habilidade! 🎯;Cada tentativa de pegar algo é uma nova conquista! Continue oferecendo objetos interessantes!;O que mais te impressiona no desenvolvimento dele?;Como ele tenta pegar tudo! 🤏|A força que está ganhando 💪|A curiosidade dele 🤔|Como reconhece as pessoas 👥;Cada tentativa é uma vitória:;Seu bebê está aprendendo sobre o mundo através das suas próprias descobertas!;sensory;Seu bebê vira a cabeça na direção dos sons com mais precisão?;Localizar sons com precisão mostra que audição e movimento estão se coordenando!;👂 Excelente! Ele está localizando sons como um expert!;🔍 Continue fazendo sons em diferentes direções.;🎵 Use brinquedos musicais para estimular essa habilidade.;Faça sons suaves em diferentes lados|Use chocalhos e brinquedos musicais|Chame pelo nome dele de várias posições;Se o bebê não virar a cabeça para sons ou parecer não ouvir, fale com o pediatra.
2-3 meses;2;3;Explorando e Descobrindo - Risadas e Novos Movimentos 😄🤸;10;Semana 10 - Buscando e Pegando! 🤏✨;Coordenação melhor: tentando pegar tudo que vê;Décima semana de descobertas! 🔍;Seu bebê está tentando pegar tudo! As mãozinhas estão cada vez mais habilidosas!;Caçador de Objetos 🎯🏆;Seu bebê está aprendendo a pegar objetos!;Semana 2 de 4 - A coordenação está melhorando!;Desafio da Semana: Brincadeira de Pegar 🤏;Coloque objetos coloridos perto dele e veja como ele tenta alcançar e pegar!;Ele pode conseguir segurar objetos por mais tempo|Tenta pegar tudo que está ao alcance|Pode apoiar-se nos antebraços quando está de bruços;Que habilidade! 🎯;Cada tentativa de pegar algo é uma nova conquista! Continue oferecendo objetos interessantes!;O que mais te impressiona no desenvolvimento dele?;Como ele tenta pegar tudo! 🤏|A força que está ganhando 💪|A curiosidade dele 🤔|Como reconhece as pessoas 👥;Cada tentativa é uma vitória:;Seu bebê está aprendendo sobre o mundo através das suas próprias descobertas!;communication;Seu bebê 'conversa' com você fazendo sons de ida e volta?;Conversar de ida e volta mostra que ele entende como funciona uma conversa!;🗣️ Que lindo! Vocês têm conversas de verdade!;💬 Continue conversando e esperando as respostas dele.;😊 Seja paciente. Ele está aprendendo a se comunicar.;Tenha 'conversas' fazendo pausas para ele responder|Imite os sons que ele faz|Use diferentes tons e ritmos de voz;Se o bebê não responder aos seus sons ou nunca 'conversar', converse com o pediatra.
2-3 meses;2;3;Explorando e Descobrindo - Risadas e Novos Movimentos 😄🤸;10;Semana 10 - Buscando e Pegando! 🤏✨;Coordenação melhor: tentando pegar tudo que vê;Décima semana de descobertas! 🔍;Seu bebê está tentando pegar tudo! As mãozinhas estão cada vez mais habilidosas!;Caçador de Objetos 🎯🏆;Seu bebê está aprendendo a pegar objetos!;Semana 2 de 4 - A coordenação está melhorando!;Desafio da Semana: Brincadeira de Pegar 🤏;Coloque objetos coloridos perto dele e veja como ele tenta alcançar e pegar!;Ele pode conseguir segurar objetos por mais tempo|Tenta pegar tudo que está ao alcance|Pode apoiar-se nos antebraços quando está de bruços;Que habilidade! 🎯;Cada tentativa de pegar algo é uma nova conquista! Continue oferecendo objetos interessantes!;O que mais te impressiona no desenvolvimento dele?;Como ele tenta pegar tudo! 🤏|A força que está ganhando 💪|A curiosidade dele 🤔|Como reconhece as pessoas 👥;Cada tentativa é uma vitória:;Seu bebê está aprendendo sobre o mundo através das suas próprias descobertas!;social_emotional;Seu bebê mostra preferência por pessoas familiares?;Ter preferências mostra que ele está desenvolvendo vínculos especiais!;💕 Que especial! Ele está criando vínculos amorosos!;👥 Continue apresentando as pessoas queridas regularmente.;🤗 As preferências vão ficando mais claras com o tempo.;Observe como ele reage diferente com cada pessoa|Deixe familiares interagirem regularmente com ele|Respeite se ele parecer mais tímido com estranhos;Se o bebê não demonstrar preferência por ninguém, continue estimulando vínculos.
2-3 meses;2;3;Explorando e Descobrindo - Risadas e Novos Movimentos 😄🤸;10;Semana 10 - Buscando e Pegando! 🤏✨;Coordenação melhor: tentando pegar tudo que vê;Décima semana de descobertas! 🔍;Seu bebê está tentando pegar tudo! As mãozinhas estão cada vez mais habilidosas!;Caçador de Objetos 🎯🏆;Seu bebê está aprendendo a pegar objetos!;Semana 2 de 4 - A coordenação está melhorando!;Desafio da Semana: Brincadeira de Pegar 🤏;Coloque objetos coloridos perto dele e veja como ele tenta alcançar e pegar!;Ele pode conseguir segurar objetos por mais tempo|Tenta pegar tudo que está ao alcance|Pode apoiar-se nos antebraços quando está de bruços;Que habilidade! 🎯;Cada tentativa de pegar algo é uma nova conquista! Continue oferecendo objetos interessantes!;O que mais te impressiona no desenvolvimento dele?;Como ele tenta pegar tudo! 🤏|A força que está ganhando 💪|A curiosidade dele 🤔|Como reconhece as pessoas 👥;Cada tentativa é uma vitória:;Seu bebê está aprendendo sobre o mundo através das suas próprias descobertas!;nutrition;Seu bebê está ganhando peso adequadamente?;Ganhar peso adequadamente mostra que a nutrição está perfeita!;📈 Perfeito! Ele está crescendo saudável!;⚖️ Continue com a alimentação regular.;🍼 Se tiver dúvidas sobre o peso, converse com o pediatra.;Continue oferecendo o peito ou mamadeira conforme a demanda|Observe se ele fica satisfeito após as mamadas|Acompanhe o peso nas consultas médicas;Se o bebê não ganhar peso ou perder peso, procure orientação médica.
2-3 meses;2;3;Explorando e Descobrindo - Risadas e Novos Movimentos 😄🤸;10;Semana 10 - Buscando e Pegando! 🤏✨;Coordenação melhor: tentando pegar tudo que vê;Décima semana de descobertas! 🔍;Seu bebê está tentando pegar tudo! As mãozinhas estão cada vez mais habilidosas!;Caçador de Objetos 🎯🏆;Seu bebê está aprendendo a pegar objetos!;Semana 2 de 4 - A coordenação está melhorando!;Desafio da Semana: Brincadeira de Pegar 🤏;Coloque objetos coloridos perto dele e veja como ele tenta alcançar e pegar!;Ele pode conseguir segurar objetos por mais tempo|Tenta pegar tudo que está ao alcance|Pode apoiar-se nos antebraços quando está de bruços;Que habilidade! 🎯;Cada tentativa de pegar algo é uma nova conquista! Continue oferecendo objetos interessantes!;O que mais te impressiona no desenvolvimento dele?;Como ele tenta pegar tudo! 🤏|A força que está ganhando 💪|A curiosidade dele 🤔|Como reconhece as pessoas 👥;Cada tentativa é uma vitória:;Seu bebê está aprendendo sobre o mundo através das suas próprias descobertas!;baby_health;Seu bebê fica acordado por períodos mais longos e alerta?;Ficar mais tempo acordado e alerta mostra desenvolvimento saudável!;⏰ Ótimo! Ele está mais esperto e curioso!;😴 Continue aproveitando os momentos em que está acordado.;👶 Use esses momentos para brincar e estimular.;Aproveite os períodos acordados para brincar|Mostre coisas novas e interessantes|Converse e interaja bastante;Se o bebê dormir demais e nunca ficar alerta, procure orientação médica.
2-3 meses;2;3;Explorando e Descobrindo - Risadas e Novos Movimentos 😄🤸;10;Semana 10 - Buscando e Pegando! 🤏✨;Coordenação melhor: tentando pegar tudo que vê;Décima semana de descobertas! 🔍;Seu bebê está tentando pegar tudo! As mãozinhas estão cada vez mais habilidosas!;Caçador de Objetos 🎯🏆;Seu bebê está aprendendo a pegar objetos!;Semana 2 de 4 - A coordenação está melhorando!;Desafio da Semana: Brincadeira de Pegar 🤏;Coloque objetos coloridos perto dele e veja como ele tenta alcançar e pegar!;Ele pode conseguir segurar objetos por mais tempo|Tenta pegar tudo que está ao alcance|Pode apoiar-se nos antebraços quando está de bruços;Que habilidade! 🎯;Cada tentativa de pegar algo é uma nova conquista! Continue oferecendo objetos interessantes!;O que mais te impressiona no desenvolvimento dele?;Como ele tenta pegar tudo! 🤏|A força que está ganhando 💪|A curiosidade dele 🤔|Como reconhece as pessoas 👥;Cada tentativa é uma vitória:;Seu bebê está aprendendo sobre o mundo através das suas próprias descobertas!;maternal_self_care;Você está conseguindo ter pequenos momentos de relaxamento?;Ter momentos de relaxamento é essencial para seu bem-estar!;🧘 Muito bem! Cuidar de você é fundamental!;⭐ Continue buscando momentos para relaxar.;💆 Que tal pedir ajuda para ter mais momentos assim?;Reserve 10-15 minutos por dia para relaxar|Faça respiração profunda ou meditação simples|Tome um banho demorado quando possível;Se você não conseguir relaxar nunca, é importante buscar apoio.
2-3 meses;2;3;Explorando e Descobrindo - Risadas e Novos Movimentos 😄🤸;10;Semana 10 - Buscando e Pegando! 🤏✨;Coordenação melhor: tentando pegar tudo que vê;Décima semana de descobertas! 🔍;Seu bebê está tentando pegar tudo! As mãozinhas estão cada vez mais habilidosas!;Caçador de Objetos 🎯🏆;Seu bebê está aprendendo a pegar objetos!;Semana 2 de 4 - A coordenação está melhorando!;Desafio da Semana: Brincadeira de Pegar 🤏;Coloque objetos coloridos perto dele e veja como ele tenta alcançar e pegar!;Ele pode conseguir segurar objetos por mais tempo|Tenta pegar tudo que está ao alcance|Pode apoiar-se nos antebraços quando está de bruços;Que habilidade! 🎯;Cada tentativa de pegar algo é uma nova conquista! Continue oferecendo objetos interessantes!;O que mais te impressiona no desenvolvimento dele?;Como ele tenta pegar tudo! 🤏|A força que está ganhando 💪|A curiosidade dele 🤔|Como reconhece as pessoas 👥;Cada tentativa é uma vitória:;Seu bebê está aprendendo sobre o mundo através das suas próprias descobertas!;maternal_health;Você se sente emocionalmente equilibrada na maior parte do tempo?;Sentir-se equilibrada emocionalmente é importante para você e o bebê!;😊 Que bom! Você está lidando bem com tudo!;🌈 É normal ter altos e baixos. Continue se cuidando.;💖 Se estiver difícil, não hesite em pedir ajuda.;Converse sobre seus sentimentos com pessoas queridas|Pratique atividades que te fazem bem|Procure dormir sempre que possível;Se você se sentir triste ou ansiosa na maior parte do tempo, procure ajuda profissional.
2-3 meses;2;3;Explorando e Descobrindo - Risadas e Novos Movimentos 😄🤸;11;Semana 11 - Rolando e Explorando! 🔄🌟;Primeiras tentativas de rolar e exploração mais ativa;Décima primeira semana ativa! 🏃‍♂️;Seu bebê pode começar a rolar! Que marco incrível está chegando!;Pequeno Acrobata 🤸🏆;Seu bebê está começando a se mover pelo espaço!;Semana 3 de 4 - Os movimentos estão ficando incríveis!;Desafio da Semana: Primeira Rolada 🔄;Ajude seu bebê a treinar rolar de barriga para cima para barriga para baixo!;Ele pode tentar rolar de um lado para outro|Fica mais tempo brincando com as próprias mãos|Pode começar a antecipar eventos (como a hora do banho);Que agilidade! 🤸;Cada movimento novo é uma grande conquista! Continue estimulando com segurança!;Como você se sente vendo seu bebê se mover mais?;Orgulhoso(a) demais! 😊|Um pouco nervoso(a) 😅|Emocionado(a) 😭|Ansioso(a) para mais conquistas 🤗;Cada movimento é uma vitória:;Seu bebê está ganhando independência aos poucos, mas sempre vai precisar do seu amor e cuidado!;motor;Seu bebê tenta rolar ou consegue rolar de um lado para outro?;Rolar é um marco super importante que mostra força e coordenação!;🔄 Incrível! Ele está conquistando a mobilidade!;🤸 Continue estimulando. Logo ele vai conseguir rolar!;💪 Ajude ele a praticar os movimentos de rolar.;Coloque brinquedos do lado dele para motivar a virar|Ajude gentilmente nos movimentos de rolar|Certifique-se de que está numa superfície segura;Se o bebê não mostrar nenhuma tentativa de rolar aos 4-5 meses, converse com o pediatra.
2-3 meses;2;3;Explorando e Descobrindo - Risadas e Novos Movimentos 😄🤸;11;Semana 11 - Rolando e Explorando! 🔄🌟;Primeiras tentativas de rolar e exploração mais ativa;Décima primeira semana ativa! 🏃‍♂️;Seu bebê pode começar a rolar! Que marco incrível está chegando!;Pequeno Acrobata 🤸🏆;Seu bebê está começando a se mover pelo espaço!;Semana 3 de 4 - Os movimentos estão ficando incríveis!;Desafio da Semana: Primeira Rolada 🔄;Ajude seu bebê a treinar rolar de barriga para cima para barriga para baixo!;Ele pode tentar rolar de um lado para outro|Fica mais tempo brincando com as próprias mãos|Pode começar a antecipar eventos (como a hora do banho);Que agilidade! 🤸;Cada movimento novo é uma grande conquista! Continue estimulando com segurança!;Como você se sente vendo seu bebê se mover mais?;Orgulhoso(a) demais! 😊|Um pouco nervoso(a) 😅|Emocionado(a) 😭|Ansioso(a) para mais conquistas 🤗;Cada movimento é uma vitória:;Seu bebê está ganhando independência aos poucos, mas sempre vai precisar do seu amor e cuidado!;cognitive;Seu bebê brinca com as próprias mãos, observando os movimentos?;Brincar com as mãos mostra que ele está descobrindo o próprio corpo!;👐 Que descoberta linda! Ele está conhecendo o próprio corpo!;🔍 Continue deixando ele explorar livremente.;🤲 Chame atenção para as mãozinhas dele durante as brincadeiras.;Deixe as mãos dele livres para explorar|Converse sobre as mãozinhas durante as brincadeiras|Ofereça brinquedos que estimulem o uso das mãos;Se o bebê nunca olhar ou brincar com as próprias mãos, observe mais e estimule.
2-3 meses;2;3;Explorando e Descobrindo - Risadas e Novos Movimentos 😄🤸;11;Semana 11 - Rolando e Explorando! 🔄🌟;Primeiras tentativas de rolar e exploração mais ativa;Décima primeira semana ativa! 🏃‍♂️;Seu bebê pode começar a rolar! Que marco incrível está chegando!;Pequeno Acrobata 🤸🏆;Seu bebê está começando a se mover pelo espaço!;Semana 3 de 4 - Os movimentos estão ficando incríveis!;Desafio da Semana: Primeira Rolada 🔄;Ajude seu bebê a treinar rolar de barriga para cima para barriga para baixo!;Ele pode tentar rolar de um lado para outro|Fica mais tempo brincando com as próprias mãos|Pode começar a antecipar eventos (como a hora do banho);Que agilidade! 🤸;Cada movimento novo é uma grande conquista! Continue estimulando com segurança!;Como você se sente vendo seu bebê se mover mais?;Orgulhoso(a) demais! 😊|Um pouco nervoso(a) 😅|Emocionado(a) 😭|Ansioso(a) para mais conquistas 🤗;Cada movimento é uma vitória:;Seu bebê está ganhando independência aos poucos, mas sempre vai precisar do seu amor e cuidado!;sensory;Seu bebê explora objetos com a boca, mãos e olhos?;Explorar de várias formas mostra que os sentidos estão trabalhando juntos!;🔍 Perfeito! Ele está usando todos os sentidos para aprender!;👀 Continue oferecendo objetos seguros para explorar.;🧸 Use brinquedos de texturas e formas variadas.;Ofereça brinquedos de diferentes texturas e tamanhos|Deixe ele explorar de todas as formas seguras|Sempre mantenha os objetos limpos;Se o bebê não explorar objetos ou não se interessar, continue estimulando pacientemente.
2-3 meses;2;3;Explorando e Descobrindo - Risadas e Novos Movimentos 😄🤸;11;Semana 11 - Rolando e Explorando! 🔄🌟;Primeiras tentativas de rolar e exploração mais ativa;Décima primeira semana ativa! 🏃‍♂️;Seu bebê pode começar a rolar! Que marco incrível está chegando!;Pequeno Acrobata 🤸🏆;Seu bebê está começando a se mover pelo espaço!;Semana 3 de 4 - Os movimentos estão ficando incríveis!;Desafio da Semana: Primeira Rolada 🔄;Ajude seu bebê a treinar rolar de barriga para cima para barriga para baixo!;Ele pode tentar rolar de um lado para outro|Fica mais tempo brincando com as próprias mãos|Pode começar a antecipar eventos (como a hora do banho);Que agilidade! 🤸;Cada movimento novo é uma grande conquista! Continue estimulando com segurança!;Como você se sente vendo seu bebê se mover mais?;Orgulhoso(a) demais! 😊|Um pouco nervoso(a) 😅|Emocionado(a) 😭|Ansioso(a) para mais conquistas 🤗;Cada movimento é uma vitória:;Seu bebê está ganhando independência aos poucos, mas sempre vai precisar do seu amor e cuidado!;communication;Seu bebê faz sons diferentes quando está brincando sozinho?;Fazer sons sozinho mostra que ele está praticando a comunicação!;🎵 Que lindo! Ele está praticando sua 'fala'!;🗣️ Continue conversando muito com ele.;😊 Escute e responda aos sons que ele faz.;Escute os sons que ele faz quando está sozinho|Responda e imite os sons dele|Deixe momentos para ele 'conversar' sozinho;Se o bebê só chorar e nunca fazer outros sons, fale com o pediatra.
2-3 meses;2;3;Explorando e Descobrindo - Risadas e Novos Movimentos 😄🤸;11;Semana 11 - Rolando e Explorando! 🔄🌟;Primeiras tentativas de rolar e exploração mais ativa;Décima primeira semana ativa! 🏃‍♂️;Seu bebê pode começar a rolar! Que marco incrível está chegando!;Pequeno Acrobata 🤸🏆;Seu bebê está começando a se mover pelo espaço!;Semana 3 de 4 - Os movimentos estão ficando incríveis!;Desafio da Semana: Primeira Rolada 🔄;Ajude seu bebê a treinar rolar de barriga para cima para barriga para baixo!;Ele pode tentar rolar de um lado para outro|Fica mais tempo brincando com as próprias mãos|Pode começar a antecipar eventos (como a hora do banho);Que agilidade! 🤸;Cada movimento novo é uma grande conquista! Continue estimulando com segurança!;Como você se sente vendo seu bebê se mover mais?;Orgulhoso(a) demais! 😊|Um pouco nervoso(a) 😅|Emocionado(a) 😭|Ansioso(a) para mais conquistas 🤗;Cada movimento é uma vitória:;Seu bebê está ganhando independência aos poucos, mas sempre vai precisar do seu amor e cuidado!;social_emotional;Seu bebê antecipa eventos (fica animado na hora do banho, por exemplo)?;Antecipar eventos mostra que ele está aprendendo sobre rotinas!;🛁 Que inteligente! Ele está aprendendo as rotinas!;⏰ Continue mantendo rotinas previsíveis.;🔄 As rotinas ajudam ele a se sentir seguro.;Mantenha rotinas claras para banho, mamada, sono|Converse sobre o que vai acontecer|Observe as reações dele nas diferentes atividades;Se o bebê nunca antecipar nada ou parecer não entender rotinas, continue estimulando.
2-3 meses;2;3;Explorando e Descobrindo - Risadas e Novos Movimentos 😄🤸;11;Semana 11 - Rolando e Explorando! 🔄🌟;Primeiras tentativas de rolar e exploração mais ativa;Décima primeira semana ativa! 🏃‍♂️;Seu bebê pode começar a rolar! Que marco incrível está chegando!;Pequeno Acrobata 🤸🏆;Seu bebê está começando a se mover pelo espaço!;Semana 3 de 4 - Os movimentos estão ficando incríveis!;Desafio da Semana: Primeira Rolada 🔄;Ajude seu bebê a treinar rolar de barriga para cima para barriga para baixo!;Ele pode tentar rolar de um lado para outro|Fica mais tempo brincando com as próprias mãos|Pode começar a antecipar eventos (como a hora do banho);Que agilidade! 🤸;Cada movimento novo é uma grande conquista! Continue estimulando com segurança!;Como você se sente vendo seu bebê se mover mais?;Orgulhoso(a) demais! 😊|Um pouco nervoso(a) 😅|Emocionado(a) 😭|Ansioso(a) para mais conquistas 🤗;Cada movimento é uma vitória:;Seu bebê está ganhando independência aos poucos, mas sempre vai precisar do seu amor e cuidado!;nutrition;Seu bebê tem horários de mamada mais previsíveis?;Horários mais previsíveis facilitam a organização e mostram desenvolvimento!;⏰ Ótimo! Vocês têm uma rotina que funciona!;🍼 Continue observando os sinais de fome dele.;📅 As rotinas se organizam naturalmente com o tempo.;Anote os horários para identificar padrões|Ofereça nos horários em que ele costuma ter fome|Seja flexível quando ele precisar;Se o bebê não quiser mamar ou os horários estiverem muito desorganizados, procure orientação.
2-3 meses;2;3;Explorando e Descobrindo - Risadas e Novos Movimentos 😄🤸;11;Semana 11 - Rolando e Explorando! 🔄🌟;Primeiras tentativas de rolar e exploração mais ativa;Décima primeira semana ativa! 🏃‍♂️;Seu bebê pode começar a rolar! Que marco incrível está chegando!;Pequeno Acrobata 🤸🏆;Seu bebê está começando a se mover pelo espaço!;Semana 3 de 4 - Os movimentos estão ficando incríveis!;Desafio da Semana: Primeira Rolada 🔄;Ajude seu bebê a treinar rolar de barriga para cima para barriga para baixo!;Ele pode tentar rolar de um lado para outro|Fica mais tempo brincando com as próprias mãos|Pode começar a antecipar eventos (como a hora do banho);Que agilidade! 🤸;Cada movimento novo é uma grande conquista! Continue estimulando com segurança!;Como você se sente vendo seu bebê se mover mais?;Orgulhoso(a) demais! 😊|Um pouco nervoso(a) 😅|Emocionado(a) 😭|Ansioso(a) para mais conquistas 🤗;Cada movimento é uma vitória:;Seu bebê está ganhando independência aos poucos, mas sempre vai precisar do seu amor e cuidado!;baby_health;Seu bebê dorme bem e tem energia para brincar quando acordado?;Dormir bem e ter energia mostra que está saudável e se desenvolvendo!;😴 Perfeito! Ele está com energia e descanso equilibrados!;🌙 Continue mantendo bons hábitos de sono.;⚡ Aproveite os momentos de energia para brincar.;Mantenha rotinas de sono consistentes|Aproveite os momentos acordados para atividades|Observe se ele está dormindo o suficiente;Se o bebê sempre parecer cansado ou dormir demais, procure orientação.
